object_id,object_class,ra_deg,dec_deg,house,redshift,gamma,lyman,gamma_lyman_ratio
sdss:14423,unknown,0.0,0.0,Aleph,0.0,0.012849719263613224,0.01681523025035858,0.7641260301689329
sdss:7463,quasar,7.166268599300565,27.328270505247943,Aleph,1.0291874408721924,0.021541880443692207,0.020115816965699196,1.0708394116436442
sdss:9062,unknown,0.0,0.0,Aleph,0.0,0.0,2.3219383820105577e-06,0.0
sdss:4896,star,19.885255413915615,1.6144085760136435,Aleph,6.532764382427558e-05,0.0,0.31543296575546265,0.0
sdss:9128,unknown,0.0,0.0,Aleph,0.0,0.03140069916844368,0.019236791878938675,1.6322402989929847
sdss:3436,unknown,0.0,0.0,Aleph,0.0,0.0,0.006501206196844578,0.0
sdss:5421,unknown,0.0,0.0,Aleph,0.0,0.1799038052558899,0.07529471069574356,2.389296861581516
sdss:8074,galaxy,207.09640131096768,16.25989374578661,C_plit,0.5137442946434021,0.005428046453744173,0.006192900240421295,0.8763535483378998
sdss:11011,galaxy,153.04130320844985,35.581993931375656,Mu,0.8338994979858398,0.0014248436782509089,4.2973741187779524e-07,996.5771801267626
sdss:5672,star,240.39085965546212,37.82925140949401,Gamma,-0.0005780000938102603,0.09925510734319687,0.005828083027154207,17.02756795208213
sdss:3943,quasar,22.580284000000006,15.104125,Aleph,4.1846022605896,0.07780920714139938,0.29417672753334045,0.2644972744667794
sdss:11512,quasar,326.99832244194,1.3286550827554557,Omega,1.3917163610458374,0.28475621342658997,0.006094350945204496,46.71695132675195
sdss:12232,galaxy,222.46684000000005,58.187671,Lambda,0.4787101149559021,0.0,0.005838931538164616,0.0
sdss:10364,quasar,130.83053,44.829517,Phi,0.6701498031616211,0.12961311638355255,0.021333081647753716,6.075401722164105
sdss:14170,star,31.361035467858166,0.5361492748062939,Sigma,-4.5673423301195726e-05,0.0,9.848844456428196e-06,0.0
sdss:229,unknown,0.0,0.0,Aleph,0.0,0.1303720474243164,0.01703992672264576,7.650525675406164
sdss:13607,unknown,0.0,0.0,Aleph,0.0,0.15383462607860565,0.011247544549405575,13.675958289798034
sdss:5956,unknown,0.0,0.0,Aleph,0.0,0.601822555065155,0.07238390296697617,8.314199928398354
sdss:9922,unknown,0.0,0.0,Aleph,0.0,0.0,0.009065493009984493,0.0
sdss:3493,star,235.49492894810814,53.07231919881769,Lambda,-0.0006469886284321547,0.19046010076999664,1.5660785720683634e-05,11431.639777561557
sdss:12517,unknown,0.0,0.0,Aleph,0.0,0.2053922414779663,0.00197916803881526,103.72465237892287
sdss:11364,unknown,0.0,0.0,Aleph,0.0,0.0,7.525368346250616e-07,0.0
sdss:12318,galaxy,337.78412769658615,30.219626400912265,Zeta,0.5221197009086609,0.37304359674453735,0.16337276995182037,2.2833750904722927
sdss:5841,galaxy,29.44678353316425,4.642948062818297,Aleph,0.8029731512069702,0.039053697139024734,0.003287150990217924,11.877099699863972
sdss:10942,galaxy,186.64062364992725,19.923587482166415,C_plit,0.5475033521652222,0.19586439430713654,4.990363322576741e-06,32696.58011709479
sdss:2152,unknown,0.0,0.0,Aleph,0.0,0.6372366547584534,0.052220895886421204,12.202480280386533
sdss:1750,unknown,0.0,0.0,Aleph,0.0,0.2139648199081421,0.005225148051977158,40.94120904730107
sdss:14572,galaxy,185.96958885257692,7.172820614190076,C_plit,0.004135711118578911,0.1746562272310257,0.014095696620643139,12.389869196394558
sdss:307,unknown,0.0,0.0,Aleph,0.0,0.6795650124549866,2.0422687612153823e-06,223374.41751316583
sdss:12401,galaxy,163.18342978933768,47.767792393829104,Mu,0.9676826596260071,0.26708734035491943,0.01123905275017023,23.76210737541907
sdss:6080,unknown,0.0,0.0,Aleph,0.0,0.9983915686607361,0.002272996585816145,439.04708339850475
sdss:9990,quasar,215.9277689138181,52.808763177773656,Lambda,1.8561750650405884,0.05363813042640686,0.11356213688850403,0.4723199085198626
sdss:1992,unknown,0.0,0.0,Aleph,0.0,0.3084125220775604,0.1620345562696457,1.9033632443259967
sdss:3884,unknown,0.0,0.0,Aleph,0.0,0.0,7.775091944495216e-06,0.0
sdss:10793,unknown,0.0,0.0,Aleph,0.0,0.26167741417884827,8.83797911228612e-05,2927.7022343803337
sdss:5961,galaxy,350.25670068852185,28.94308960223641,Zeta,0.4963204860687256,0.6025058627128601,0.04763465002179146,12.648213311610885
sdss:12386,quasar,255.2323756490109,35.64146727315577,Gamma,0.7352352142333984,0.03541896864771843,0.06901612132787704,0.5131910454429831
sdss:2334,unknown,0.0,0.0,Aleph,0.0,0.00681242486461997,0.0066760932095348835,1.020268049409859
sdss:3445,unknown,0.0,0.0,Aleph,0.0,0.13824965059757233,0.04036863148212433,3.4245953089462624
sdss:9272,galaxy,329.4478454066925,-2.2215082863011943,Omega,0.5444346070289612,0.028480064123868942,0.00048822720418684185,58.21439175935944
sdss:13303,star,3.632457586560804,27.533917975756893,Aleph,-0.0013468044344335794,0.09442703425884247,0.011192015372216702,8.436246276694055
sdss:14912,unknown,0.0,0.0,Aleph,0.0,0.224746435880661,0.0004341776657383889,516.4475421764163
sdss:4437,unknown,0.0,0.0,Aleph,0.0,0.0,3.432161861383065e-07,0.0
sdss:10245,unknown,0.0,0.0,Aleph,0.0,0.0,0.017016569152474403,0.0
sdss:8677,galaxy,156.38813000000005,12.145279,Mu,0.6243171095848083,0.15761591494083405,0.027136551216244698,5.808037493319745
sdss:8763,star,129.72635138582928,49.04045875998528,Phi,-0.0005830649752169847,0.14922800660133362,5.308126560521487e-07,97482.86703232615
sdss:3373,galaxy,195.835492360533,9.11300576860985,C_plit,0.39392271637916565,0.0,0.16005054116249084,0.0
sdss:9133,unknown,0.0,0.0,Aleph,0.0,0.01291690394282341,0.016256289556622505,0.7945299797875366
sdss:12271,unknown,0.0,0.0,Aleph,0.0,0.0,0.24793781340122223,0.0
sdss:5408,galaxy,145.41865957582118,17.3665747857312,Phi,0.8335072994232178,0.01016341894865036,0.20314735174179077,0.0500295417684139
sdss:10600,quasar,232.47693738146324,50.80947212752755,Lambda,1.15654718875885,0.2152530401945114,0.11734231561422348,1.8343868934313634
sdss:13625,galaxy,352.4344004570788,5.503743880424149,Zeta,0.17562469840049744,0.05489768087863922,0.07599256187677383,0.7223991022773442
sdss:115,unknown,0.0,0.0,Aleph,0.0,0.0,0.032032471150159836,0.0
sdss:8177,unknown,0.0,0.0,Aleph,0.0,0.09623654931783676,0.005273585207760334,18.245330301280735
sdss:12225,unknown,0.0,0.0,Aleph,0.0,0.020526222884655,0.013389412313699722,1.5329044695400929
sdss:13667,unknown,0.0,0.0,Aleph,0.0,0.14107540249824524,0.002056520665064454,68.56572810841047
sdss:6447,unknown,0.0,0.0,Aleph,0.0,0.0,0.012445000931620598,0.0
sdss:3144,unknown,0.0,0.0,Aleph,0.0,0.0,0.06724672764539719,0.0
sdss:11651,galaxy,214.65697999999998,53.757,Lambda,0.3154345452785492,0.013591296970844269,6.974621555855265e-07,8006.833569821801
sdss:1244,galaxy,351.38977321934556,9.25085188265045,Zeta,0.44689640402793884,0.062452953308820724,0.07375375181436539,0.8467651476342791
sdss:1963,quasar,21.048050004774154,28.04328227272799,Aleph,2.5213398933410645,0.09238680452108383,0.01372560765594244,6.730490652662335
sdss:6345,quasar,164.3172972890543,48.20951292138485,Mu,1.8540637493133545,0.37023669481277466,0.010492599569261074,35.2821443556232
sdss:6246,galaxy,351.8203974086831,5.135773919883961,Zeta,0.4327159523963928,0.46618473529815674,0.023507222533226013,19.83070964379639
sdss:6803,star,249.33016081653892,11.1714682532309,Gamma,0.0004029526317026466,0.021608669310808182,0.005486223381012678,3.9379970178688546
sdss:8336,galaxy,163.77612488679205,17.938737535956545,Mu,0.6269773244857788,0.011900147423148155,0.08442336320877075,0.14095631842339867
sdss:2667,galaxy,196.90151754224803,16.36256081632438,C_plit,0.7230949997901917,0.02037711814045906,0.01406193058937788,1.4489951444296014
sdss:11290,unknown,0.0,0.0,Aleph,0.0,0.0,0.00044545685523189604,0.0
sdss:1683,unknown,0.0,0.0,Aleph,0.0,0.10269058495759964,0.017135867848992348,5.992377712338948
sdss:4266,quasar,237.8090914729226,35.33535690602395,Lambda,2.023394823074341,0.11461026221513748,0.008057030849158764,14.223110380261511
sdss:3420,unknown,0.0,0.0,Aleph,0.0,0.13427293300628662,0.060384124517440796,2.2236094415522003
sdss:156,galaxy,172.95604378431906,3.5923313221389397,Mu,0.5882230401039124,0.042309485375881195,0.06781511008739471,0.6238854649928594
sdss:3991,unknown,0.0,0.0,Aleph,0.0,0.0,0.0038352597039192915,0.0
sdss:8653,unknown,0.0,0.0,Aleph,0.0,0.09689509123563766,0.042476918548345566,2.2810696603544276
sdss:11675,galaxy,126.79060681406473,45.63413992764534,Phi,0.34078601002693176,0.06524147838354111,0.2972949743270874,0.21944958565689127
sdss:8363,unknown,0.0,0.0,Aleph,0.0,0.12090404331684113,5.028173291066196e-07,80451.58980746848
sdss:14674,unknown,0.0,0.0,Aleph,0.0,0.0650964081287384,0.09230505675077438,0.7052235835888666
sdss:3957,quasar,193.2023861722223,39.71083719036225,C_plit,3.3282675743103027,0.6143934726715088,0.01931636966764927,31.805234524265035
sdss:3460,galaxy,4.5982139827100355,31.02419359630746,Aleph,0.699920117855072,0.0,0.035244643688201904,0.0
sdss:5063,unknown,0.0,0.0,Aleph,0.0,0.0,0.016090789809823036,0.0
sdss:1067,galaxy,11.6119766327717,24.55665045039956,Aleph,0.29996737837791443,0.0,0.06253685802221298,0.0
sdss:13595,unknown,0.0,0.0,Aleph,0.0,0.04926106706261635,0.19944778084754944,0.2469860525257836
sdss:7344,star,337.54990238201475,24.168055277764473,Zeta,-4.801370596396737e-05,0.040458157658576965,0.14993974566459656,0.26982764077403004
sdss:13262,quasar,338.8044418078034,-0.38945270584247144,Zeta,1.7506732940673828,0.04350993409752846,0.005900296848267317,7.372944492752205
sdss:6003,unknown,0.0,0.0,Aleph,0.0,0.0192214734852314,0.011750297620892525,1.6356894451432937
sdss:2814,galaxy,202.03550613364587,41.10193106855801,C_plit,0.4714784622192383,0.0,0.29062798619270325,0.0
sdss:6512,quasar,197.05737928721743,4.106594880475953,C_plit,2.148273229598999,0.0,0.009691784158349037,0.0
sdss:8006,quasar,32.16335779530755,27.53983448491215,Sigma,1.5920689105987549,0.14959144592285156,0.025310350582003593,5.910053888203472
sdss:14764,unknown,0.0,0.0,Aleph,0.0,0.10574892163276672,0.17655035853385925,0.5989697417847173
sdss:14252,galaxy,165.5862583676527,11.377591385975359,Mu,0.27227145433425903,0.0,0.022542554885149002,0.0
sdss:7117,quasar,359.3376395340947,1.8273167976107252,Zeta,1.4688812494277954,0.0,0.022349776700139046,0.0
sdss:13447,unknown,0.0,0.0,Aleph,0.0,0.22996509075164795,0.15142758190631866,1.5186372866775963
sdss:6676,unknown,0.0,0.0,Aleph,0.0,0.02468247339129448,0.08729764074087143,0.28273605616105146
sdss:4907,galaxy,122.70718764706004,49.233257604741276,Phi,0.5046851634979248,0.06181811913847923,3.462314998614602e-05,1735.335565847505
sdss:14297,quasar,183.80051708830302,42.784410002029446,C_plit,1.967002272605896,0.0,0.03101692721247673,0.0
sdss:13496,unknown,0.0,0.0,Aleph,0.0,0.02996465377509594,0.07199866324663162,0.41617769339355604
sdss:6679,unknown,0.0,0.0,Aleph,0.0,0.001900870818644762,0.15048253536224365,0.012631752796536775
sdss:210,quasar,153.3077652004609,40.571132902447964,Mu,1.6509674787521362,0.13068236410617828,0.004417514428496361,29.576086311581886
sdss:3286,unknown,0.0,0.0,Aleph,0.0,0.025045935064554214,0.021620700135827065,1.1583702903664457
sdss:3109,unknown,0.0,0.0,Aleph,0.0,0.002001248300075531,0.00033433164935559034,5.9679672465195175
sdss:7584,star,11.01079800437742,14.865269162667792,Aleph,-0.00020867721468675882,0.028408726677298546,0.011773885227739811,2.41265423210852
sdss:7321,galaxy,15.298376506129614,28.84443935119393,Aleph,0.35992860794067383,0.025585222989320755,0.0050280895084142685,5.087446335268763
sdss:9537,galaxy,6.4828484490248,24.504214772465172,Aleph,0.6394115686416626,0.16992533206939697,0.05140480771660805,3.3055668146713697
sdss:491,unknown,0.0,0.0,Aleph,0.0,0.08021517097949982,0.12601278722286224,0.6365586873254981
sdss:7408,quasar,25.550417473711832,14.757009895268558,Aleph,2.1405820846557617,0.0,0.012350385077297688,0.0
sdss:14244,quasar,211.53154509864578,52.53552845786059,Lambda,1.7661994695663452,0.033737920224666595,0.005481202155351639,6.154081748286529
sdss:5169,unknown,0.0,0.0,Aleph,0.0,0.07685841619968414,0.013521973975002766,5.683543896613054
sdss:3200,unknown,0.0,0.0,Aleph,0.0,0.2747810184955597,0.024232834577560425,11.33873459506058
sdss:4202,quasar,179.4805624925924,38.78698326709526,Mu,2.7428338527679443,0.024477869272232056,0.005849187728017569,4.184116888250145
sdss:6220,unknown,0.0,0.0,Aleph,0.0,0.09244462102651596,0.102871373295784,0.898634084786927
sdss:9269,galaxy,124.05206891284178,25.95877374963613,Phi,0.2643522024154663,0.10657655447721481,0.006021242123097181,17.69715536153228
sdss:6327,unknown,0.0,0.0,Aleph,0.0,0.07331208139657974,0.050968632102012634,1.4383482550913855
sdss:3522,galaxy,261.4188330737808,38.78987183994597,Gamma,0.3066961467266083,0.07075417786836624,0.02276066690683365,3.1084796275234123
sdss:9263,unknown,0.0,0.0,Aleph,0.0,0.008689234033226967,0.010971740819513798,0.7918927619044944
sdss:10956,unknown,0.0,0.0,Aleph,0.0,0.0,0.00010913055302808061,0.0
sdss:5276,unknown,0.0,0.0,Aleph,0.0,0.0,0.001624124008230865,0.0
sdss:6867,galaxy,154.7075964206379,45.746883843332654,Mu,0.38480010628700256,0.2367449253797531,1.7173884998555877e-06,87122.22245451272
sdss:14255,unknown,0.0,0.0,Aleph,0.0,0.0,0.0038223396986722946,0.0
sdss:10168,unknown,0.0,0.0,Aleph,0.0,0.22501206398010254,3.147694224026054e-05,6928.363585324326
sdss:7535,galaxy,135.68969878265634,22.3761219738629,Phi,0.8190377950668335,0.0523734986782074,0.03624749556183815,1.444846134065365
sdss:7076,galaxy,227.34836310177025,0.9296770143299387,Lambda,0.6051634550094604,0.036757033318281174,0.14544789493083954,0.2527144213488801
sdss:14766,unknown,0.0,0.0,Aleph,0.0,0.028572408482432365,0.0069618187844753265,4.1035691674381845
sdss:14220,unknown,0.0,0.0,Aleph,0.0,0.0,0.015233438462018967,0.0
sdss:11064,unknown,0.0,0.0,Aleph,0.0,0.12905271351337433,1.1980860108451452e-06,58711.402955407866
sdss:719,unknown,0.0,0.0,Aleph,0.0,0.5709989666938782,0.026558464393019676,21.498888616291048
sdss:102,unknown,0.0,0.0,Aleph,0.0,0.0,0.006750774569809437,0.0
sdss:9562,unknown,0.0,0.0,Aleph,0.0,0.17932914197444916,0.022180942818522453,8.084465073307511
sdss:1042,galaxy,209.27976999999998,21.712351,C_plit,0.3606835603713989,0.019771933555603027,0.06461062282323837,0.30601202526199056
sdss:13932,unknown,0.0,0.0,Aleph,0.0,0.0,0.16472072899341583,0.0
sdss:5760,unknown,0.0,0.0,Aleph,0.0,0.0013391508255153894,0.0276643019169569,0.04840542964378723
sdss:6947,galaxy,204.1854827243999,25.651888531732496,C_plit,0.48573458194732666,0.9089961051940918,9.520731936163429e-08,829976.2877077194
sdss:13539,unknown,0.0,0.0,Aleph,0.0,0.1130436435341835,0.029635518789291382,3.8143361012775148
sdss:1347,unknown,0.0,0.0,Aleph,0.0,0.15981879830360413,0.07067952305078506,2.2611434013974656
sdss:8402,unknown,0.0,0.0,Aleph,0.0,0.46784061193466187,0.02114863693714142,22.120503218335394
sdss:2106,galaxy,358.31966405714513,4.243316153015123,Zeta,0.48243099451065063,0.05116249993443489,0.005393957253545523,9.48339301498845
sdss:9737,unknown,0.0,0.0,Aleph,0.0,0.014493828639388084,0.01861957088112831,0.778377243743766
sdss:4979,galaxy,136.08620191672873,19.459041626191535,Phi,0.651353657245636,0.060698334127664566,0.163648322224617,0.3709048916460101
sdss:1196,unknown,0.0,0.0,Aleph,0.0,0.06475375592708588,2.5223578177246964e-06,18383.639390990164
sdss:11759,unknown,0.0,0.0,Aleph,0.0,0.18848323822021484,1.2037966143907397e-06,85526.60304014616
sdss:8320,unknown,0.0,0.0,Aleph,0.0,0.03860099986195564,1.1935745192204195e-07,34484.962596777375
sdss:4612,unknown,0.0,0.0,Aleph,0.0,0.5390737652778625,0.00042119406862184405,1276.8387936797537
sdss:6727,galaxy,342.5668335707547,15.901136702213986,Zeta,0.11647242307662964,0.0,0.12056296318769455,0.0
sdss:8068,star,188.59365594656052,23.437471824042706,C_plit,-1.8896793335443363e-05,0.7893897891044617,0.011586221866309643,68.12588886380499
sdss:8021,galaxy,34.98032492662941,4.988474778783629,Sigma,0.7375531196594238,0.0,0.008263198658823967,0.0
sdss:9638,galaxy,121.32032362547176,48.61896470249079,Phi,0.716554582118988,0.0,0.023551451042294502,0.0
sdss:3685,galaxy,357.6349181977183,33.4980187641546,Zeta,0.7116928100585938,0.0,0.045053139328956604,0.0
sdss:7766,quasar,199.79690000000005,41.308059,C_plit,1.0813220739364624,0.2675442695617676,0.0004244116717018187,628.9067445927901
sdss:6717,galaxy,115.25713214523962,19.503271338478466,Psi,0.6736657619476318,0.4672439992427826,0.01279881875962019,36.50395431510369
sdss:4722,unknown,0.0,0.0,Aleph,0.0,0.19022494554519653,0.12256167829036713,1.552062570748728
sdss:9973,star,185.68369271099283,28.05801188232378,C_plit,1.2586480806930922e-05,0.012019196525216103,0.09749598056077957,0.12327762825150612
sdss:4512,unknown,0.0,0.0,Aleph,0.0,0.18993791937828064,0.08005817234516144,2.372469185159644
sdss:14044,unknown,0.0,0.0,Aleph,0.0,0.021813200786709785,0.04709796607494354,0.46313544870604534
sdss:8583,quasar,183.23255950345475,24.892328935970006,C_plit,2.3865528106689453,0.4141117334365845,3.480492978269467e-07,307193.31563328725
sdss:5155,unknown,0.0,0.0,Aleph,0.0,0.06667672842741013,0.0058230203576385975,11.448574066187643
sdss:1241,galaxy,329.9941698066642,16.97603583365467,Omega,0.41984155774116516,0.042704012244939804,0.06013021245598793,0.7101804620386845
sdss:5037,unknown,0.0,0.0,Aleph,0.0,0.0,3.6091799415771675e-07,0.0
sdss:5211,galaxy,190.4697461286989,10.947150381928408,C_plit,0.44800323247909546,0.05365639925003052,0.1295260190963745,0.41424869980299245
sdss:8636,quasar,157.01423094005983,37.53892671683319,Mu,1.907881259918213,0.03631500527262688,0.006481052376329899,5.6023930638444215
sdss:10589,unknown,0.0,0.0,Aleph,0.0,0.0,3.016732443938963e-05,0.0
sdss:12601,unknown,0.0,0.0,Aleph,0.0,0.0,0.02754519134759903,0.0
sdss:6126,galaxy,332.8536837170253,29.769554594332778,Zeta,0.4707350730895996,0.31223413348197937,3.7714548852818552e-06,65437.930566021765
sdss:7896,unknown,0.0,0.0,Aleph,0.0,0.4251832365989685,0.4474554657936096,0.9502225782900751
sdss:3854,unknown,0.0,0.0,Aleph,0.0,0.0,0.004142910707741976,0.0
sdss:4310,galaxy,173.65153000934856,42.59392769819049,Mu,0.5113680958747864,0.0,0.02400541491806507,0.0
sdss:7018,unknown,0.0,0.0,Aleph,0.0,0.09033775329589844,0.007696279790252447,11.736321890013516
sdss:5857,unknown,0.0,0.0,Aleph,0.0,0.0,0.09834817051887512,0.0
sdss:573,quasar,254.1061449311577,32.1073819617942,Gamma,3.256450653076172,0.0,5.5335833167191595e-05,0.0
sdss:3171,galaxy,164.02272354524194,-2.8141073527961806,Mu,0.5458852648735046,0.1440863013267517,0.09153080731630325,1.5741664624717584
sdss:1566,unknown,0.0,0.0,Aleph,0.0,0.017062749713659286,0.003900970332324505,4.372854804227731
sdss:11454,galaxy,191.49357997714202,12.163082598759896,C_plit,0.6124100089073181,0.25893518328666687,4.781716711477202e-07,175172.6056863326
sdss:7559,unknown,0.0,0.0,Aleph,0.0,0.0,0.1993384212255478,0.0
sdss:1054,galaxy,10.308569158608037,-0.6288447592339501,Aleph,0.5683267116546631,0.0,0.0717480480670929,0.0
